Id,Label,Popularity
Lee Yoo-young,Lee Yoo-young,0.6
Lulu Wilson,Lulu Wilson,32.357
Mark Cuban,Mark Cuban,54.426
Vicellous Shannon,Vicellous Shannon,13.869
William McInnes,William McInnes,7.209
Amy Seimetz,Amy Seimetz,17.161
Henry Nixon,Henry Nixon,4.278
Manny Pacquiao,Manny Pacquiao,4.367
Vandana Hart,Vandana Hart,0.6
Jung Ga-ram,Jung Ga-ram,11.54
Dilraba Dilmurat,Dilraba Dilmurat,7.176
Chris Egan,Chris Egan,0.6
Kavin Dave,Kavin Dave,1.047
Trevor Fox,Trevor Fox,15.287
Liu Kai-chi,Liu Kai-chi,8.774
Tantoo Cardinal,Tantoo Cardinal,12.46
Martín Karpan,Martín Karpan,5.425
Sharon Miller,Sharon Miller,2.493
Uttam Kumar,Uttam Kumar,5.221
Bridey Elliott,Bridey Elliott,5.042
Prakashchandra Roy,Prakashchandra Roy,0.6
Tony Quinones,Tony Quinones,0.5
Katey Sagal,Katey Sagal,34.77
Sandi Toksvig,Sandi Toksvig,16.744
Ian McKellen,Ian McKellen,33.175
Bahni Turpin,Bahni Turpin,6.596
Diego Cremonesi,Diego Cremonesi,3.126
Lynne Thigpen,Lynne Thigpen,16.572
Meera Rohit Kumbhani,Meera Rohit Kumbhani,8.458
Charlie Hannah,Charlie Hannah,0.724
Imani Hakim,Imani Hakim,23.586
Chang-hwan Kim,Chang-hwan Kim,2.256
Mari Nelson,Mari Nelson,0.6
Celine Menville,Celine Menville,1.4
Ruth Wilson,Ruth Wilson,18.806
Teresa Rabal,Teresa Rabal,6.774
Csongor Szalay,Csongor Szalay,0.6
LaTanya Richardson Jackson,LaTanya Richardson Jackson,7.545
Susan Chuang,Susan Chuang,7.058
Mare Winningham,Mare Winningham,21.96
Sydney Schafer,Sydney Schafer,6.719
Dylan Haegens,Dylan Haegens,1.4
Kenta Miyake,Kenta Miyake,33.677
Lee Ji-won,Lee Ji-won,10.624
Bobby Brown,Bobby Brown,21.469
Lotus Wang,Lotus Wang,4.031
David Collins,David Collins,5.002
Sidharth Malhotra,Sidharth Malhotra,27.181
Arya Babbar,Arya Babbar,5.636
Jennifer Winget,Jennifer Winget,5.855
Julia Reichert,Julia Reichert,4.471
Julian Kartun,Julian Kartun,1.78
Colby Minifie,Colby Minifie,28.744
Caleb McLaughlin,Caleb McLaughlin,40.742
Cathy Downes,Cathy Downes,0.6
Héctor Jiménez,Héctor Jiménez,10.407
Vaibhav Mangale,Vaibhav Mangale,1.425
Praneet Bhatt,Praneet Bhatt,4.751
Emilie Ullerup,Emilie Ullerup,35.017
Anju Mahendru,Anju Mahendru,2.585
Yo Oizumi,Yo Oizumi,19.431
Eduardo Ibarrola,Eduardo Ibarrola,3.842
Anchasa Mongkhonsama,Anchasa Mongkhonsama,2.693
Kim Ga-eun,Kim Ga-eun,15.712
Lou Veloso,Lou Veloso,6.518
Lauren Hammersley,Lauren Hammersley,9.309
Guru Somasundaram,Guru Somasundaram,6.973
Alexander Doré,Alexander Doré,1.39
Seth Rogen,Seth Rogen,30.535
Duncan Wisbey,Duncan Wisbey,2.753
Marcelo Valle,Marcelo Valle,1.472
Jan Peszek,Jan Peszek,1.62
Natasha Klauss,Natasha Klauss,5.923
Christopher Jacot,Christopher Jacot,8.128
Brooke Shields,Brooke Shields,39.238
Mimi Shao,Mimi Shao,1.335
Dan Naturman,Dan Naturman,4.445
Zane Holtz,Zane Holtz,21.775
Aparna Nancherla,Aparna Nancherla,6.153
Ivory Aquino,Ivory Aquino,1.96
Theresa Russell,Theresa Russell,9.16
Greta Scacchi,Greta Scacchi,59.152
Toprak Sergen,Toprak Sergen,5.095
James Jagger,James Jagger,2.65
Ayako Kawasumi,Ayako Kawasumi,16.577
Peter Martins,Peter Martins,0.716
Marie-Evelyne Lessard,Marie-Evelyne Lessard,2.79
Tim Bagley,Tim Bagley,12.031
Alyy Khan,Alyy Khan,20.919
Ramon Rodriguez,Ramon Rodriguez,12.832
Harvind Raj,Harvind Raj,0.6
Cydney J. Fam,Cydney J. Fam,0.5
Prarthana Behere,Prarthana Behere,4.71
Jane Chang,Jane Chang,0.6
Mahesh Jugal Kishor,Mahesh Jugal Kishor,0.5
Pavel Tomeš,Pavel Tomeš,0.6
Vidya Karanjikar,Vidya Karanjikar,0.6
Chris Tucker,Chris Tucker,23.152
Rajisha Vijayan,Rajisha Vijayan,6.678
Tawheda Begum,Tawheda Begum,0.6
Wang Man-chiao,Wang Man-chiao,1.22
Antara Mali,Antara Mali,5.511
Cuba Gooding Jr.,Cuba Gooding Jr.,30.056
Shawn Christian,Shawn Christian,7.103
Jason E.L Agha,Jason E.L Agha,0.6
Dae-Myung Kim,Dae-Myung Kim,7.995
Konomi Suzuki,Konomi Suzuki,1.214
Ceyhun Ergin,Ceyhun Ergin,0.5
Alexia Rasmussen,Alexia Rasmussen,11.505
Édouard Tremblay-Grenier,Édouard Tremblay-Grenier,4.04
Ivan Makarevich,Ivan Makarevich,3.687
Jake Farrow,Jake Farrow,8.574
Royce Pierreson,Royce Pierreson,10.625
Sachin Khedekar,Sachin Khedekar,6.797
Hyun Bong-sik,Hyun Bong-sik,14.691
Magá Moura,Magá Moura,1.38
Adriana DeMeo,Adriana DeMeo,18.039
Rob Heaps,Rob Heaps,16.962
Monal Gajjar,Monal Gajjar,3.606
Kim Mi-su,Kim Mi-su,2.207
Alex Usifo,Alex Usifo,0.6
Fanny Bernth,Fanny Bernth,1.4
Bradley Stryker,Bradley Stryker,8.667
Nicole Scherzinger,Nicole Scherzinger,20.106
Jonathan Potts,Jonathan Potts,23.141
Kura Forrester,Kura Forrester,3.842
Rajesh Sharma,Rajesh Sharma,6.541
Michael Bolton,Michael Bolton,40.458
Selina Lo,Selina Lo,5.853
Marissa Mathes,Marissa Mathes,5.302
Muhand Alsaleh,Muhand Alsaleh,0.5
Sam Gold,Sam Gold,1.531
Ronni Hawk,Ronni Hawk,1.539
Wynn Everett,Wynn Everett,17.916
Samantha Barks,Samantha Barks,11.782
Takayuki Nakatsukasa,Takayuki Nakatsukasa,2.514
Dillon Freasier,Dillon Freasier,3.695
Mao Daichi,Mao Daichi,5.246
Kang Ha-neul,Kang Ha-neul,15.444
Paul Giamatti,Paul Giamatti,44.485
Zakes Mokae,Zakes Mokae,5.727
Michelle Orozco,Michelle Orozco,0.5
Deance Wyatt,Deance Wyatt,0.84
Michelle Dockery,Michelle Dockery,15.197
Akiyoshi Nakao,Akiyoshi Nakao,4.437
Paul Hsu,Paul Hsu,6.854
James Carpinello,James Carpinello,27.075
Vanessa Williams,Vanessa Williams,30.548
Fawad Khan,Fawad Khan,11.166
John Getz,John Getz,5.103
Daniel Furlan,Daniel Furlan,3.399
Joseph Zeng,Joseph Zeng,11.164
Mike Minogue,Mike Minogue,1.42
Michael Tipps,Michael Tipps,1.286
Shaz Khan,Shaz Khan,1.02
Andrew Craig,Andrew Craig,10.825
Bayron Lebli,Bayron Lebli,0.6
Dean Norris,Dean Norris,24.076
Satyen Kappu,Satyen Kappu,3.303
Flávio Tolezani,Flávio Tolezani,0.988
Chittaranjan Tripathi,Chittaranjan Tripathi,0.5
Kazuya Masuda,Kazuya Masuda,0.6
Wu Chien-ho,Wu Chien-ho,2.44
Glenn Howerton,Glenn Howerton,30.093
Réka Tenki,Réka Tenki,1.62
Crowd Lu,Crowd Lu,1.96
Michael De Mesa,Michael De Mesa,3.142
Suthep Po-ngam,Suthep Po-ngam,3.076
John Swasey,John Swasey,6.804
Indrani Haldar,Indrani Haldar,3.818
Jennifer Barnhart,Jennifer Barnhart,6.943
Pej Vahdat,Pej Vahdat,28.158
Cora Lee Day,Cora Lee Day,1.457
Hesham Selim,Hesham Selim,2.368
Daya Shankar Pandey,Daya Shankar Pandey,1.554
Kwon Ji-hye,Kwon Ji-hye,0.6
Trevor Gretzky,Trevor Gretzky,1.322
Brendan Fraser,Brendan Fraser,46.44
Alwara Höfels,Alwara Höfels,16.079
Amal Anbari,Amal Anbari,0.6
Alice Greczyn,Alice Greczyn,13.748
Pierre Holloway,Pierre Holloway,6.208
Helen Mirren,Helen Mirren,51.237
Benjamin Pascal,Benjamin Pascal,0.828
Stacy Keach,Stacy Keach,28.533
James Jordan,James Jordan,18.511
Ángela Molina,Ángela Molina,17.299
Rima Te Wiata,Rima Te Wiata,5.421
Joanna Larequi,Joanna Larequi,2.412
Menashe Lustig,Menashe Lustig,1.38
Michael Evans Behling,Michael Evans Behling,14.931
David Krumholtz,David Krumholtz,21.053
Fatym Layachi,Fatym Layachi,0.6
Terence Bayler,Terence Bayler,8.217
Rakesh Chaturvedi Om,Rakesh Chaturvedi Om,0.6
Merab Ninidze,Merab Ninidze,8.003
Saki Ogasawara,Saki Ogasawara,0.5
Tom Kane,Tom Kane,18.597
Selvaah,Selvaah,2.753
Ayisha Siddiqi,Ayisha Siddiqi,0.6
Meral Okay,Meral Okay,1.806
Minne Koole,Minne Koole,4.973
Hanggini,Hanggini,1.403
Olivia Munn,Olivia Munn,32.98
Aya Cash,Aya Cash,18.44
Justina Machado,Justina Machado,12.65
Sabrina Revelle,Sabrina Revelle,1.96
Parakh Madan,Parakh Madan,1.777
Metin Akdülger,Metin Akdülger,18.778
Andrea Sutton,Andrea Sutton,0.84
Akarat Nimitchai,Akarat Nimitchai,0.674
Mae Martin,Mae Martin,3.916
Sivagorn Muttamara,Sivagorn Muttamara,1.22
Duke Akintola,Duke Akintola,0.5
Cecily Strong,Cecily Strong,31.702
Roland Mqwebu,Roland Mqwebu,0.6
Darby Stanchfield,Darby Stanchfield,25.947
Maris Degener,Maris Degener,0.6
Jesse Plemons,Jesse Plemons,35.319
Adarsh,Adarsh,0.6
Roberto Gómez Bolaños,Roberto Gómez Bolaños,1.627
Abishek K.S.,Abishek K.S.,0.5
Angelica C. Ferro,Angelica C. Ferro,0.5
Richard Harrison,Richard Harrison,4.538
Daniel Jumillas,Daniel Jumillas,0.608
Noah Ringer,Noah Ringer,4.589
Tom Cavanagh,Tom Cavanagh,15.42
Ra Chapman,Ra Chapman,1.342
Pablo Gama Iturrarán “Mago Gamini”,Pablo Gama Iturrarán “Mago Gamini”,0.5
Hong Van,Hong Van,1.4
Fernando Larrañaga,Fernando Larrañaga,2.412
Harry Treadaway,Harry Treadaway,9.869
Tigmanshu Dhulia,Tigmanshu Dhulia,11.387
Leez Rosli,Leez Rosli,1.4
Scott Eastwood,Scott Eastwood,34.208
Zhalay Sharhadi,Zhalay Sharhadi,0.6
Michael Imperioli,Michael Imperioli,27.825
Sandip Pathak,Sandip Pathak,0.5
María Noel Gutiérrez,María Noel Gutiérrez,0.6
Sofia Bent,Sofia Bent,0.6
Sadie Calvano,Sadie Calvano,17.965
Adelaida Buscato,Adelaida Buscato,1.107
Ananth Narayan Mahadevan,Ananth Narayan Mahadevan,3.079
Samaire Armstrong,Samaire Armstrong,22.939
Fabian Lojege,Fabian Lojege,0.5
Thomas Mann,Thomas Mann,16.78
Daniel Rochford,Daniel Rochford,0.6
Jessica Lucas,Jessica Lucas,11.383
Fotinì Peluso,Fotinì Peluso,4.631
John Krasinski,John Krasinski,75.788
David Sampliner,David Sampliner,0.6
Michael Massee,Michael Massee,11.541
Daniel Ogbeide-John,Daniel Ogbeide-John,0.6
Hans Löw,Hans Löw,7.823
Quvenzhané Wallis,Quvenzhané Wallis,8.956
Maru Dueñas,Maru Dueñas,0.98
Natalie Mendoza,Natalie Mendoza,11.85
Prasad Reddy,Prasad Reddy,0.6
Daddi Tang,Daddi Tang,7.172
Kara Hui,Kara Hui,10.861
Javier Abad,Javier Abad,0.6
Maria Menado,Maria Menado,2.673
Ivy Lissack,Ivy Lissack,0.5
Ambujakshi,Ambujakshi,0.5
Johnny Flynn,Johnny Flynn,15.325
Rebeka Thomas,Rebeka Thomas,0.6
David Richmond-Peck,David Richmond-Peck,4.928
Ellen Hillingsø,Ellen Hillingsø,5.163
Danny McBride,Danny McBride,37.359
David Medel,David Medel,0.827
Tuncer Salman,Tuncer Salman,4.109
Mike McFarland,Mike McFarland,0.694
Nirina Zubir,Nirina Zubir,4.275
Bria Vinaite,Bria Vinaite,6.692
Patrick Brice,Patrick Brice,4.367
Steven Sean Garland,Steven Sean Garland,0.6
Shara Lin,Shara Lin,1.27
Fan Chen-fei,Fan Chen-fei,4.03
Jasmine Kaur,Jasmine Kaur,3.88
Tony Way,Tony Way,11.137
Duffy,Duffy,1.708
Hee-seon Kim,Hee-seon Kim,10.157
Renato Marchetti,Renato Marchetti,2.597
Jassi Gill,Jassi Gill,2.72
Etsuko Kozakura,Etsuko Kozakura,5.864
Seán Óg Cairns,Seán Óg Cairns,2.718
Olivia Grace Applegate,Olivia Grace Applegate,13.27
Novie Edwards,Novie Edwards,9.68
Kais Setti,Kais Setti,4.864
Yeo One,Yeo One,3.07
Carrie Keranen,Carrie Keranen,1.339
Mark DeCarlo,Mark DeCarlo,8.533
Eddie Kaye Thomas,Eddie Kaye Thomas,14.828
Amanda Allan,Amanda Allan,0.6
Mary Ellen Trainor,Mary Ellen Trainor,11.537
Holly Weston,Holly Weston,5.037
Emma Kenney,Emma Kenney,16.886
Piotr Fronczewski,Piotr Fronczewski,2.744
Tamara Smart,Tamara Smart,13.173
Alex Haydon,Alex Haydon,3.153
Christine McConnell,Christine McConnell,0.6
Nassar Abdulla,Nassar Abdulla,1.616
Manjari Fadnis,Manjari Fadnis,0.6
Anand Abhyankar,Anand Abhyankar,1.4
Susan Floyd,Susan Floyd,26.739
Peter Dinklage,Peter Dinklage,37.864
Alisha Bailey,Alisha Bailey,8.101
Cathy Belton,Cathy Belton,5.295
Wang Yizhe,Wang Yizhe,3.316
Sue Son,Sue Son,0.6
Tolga Canbeyli,Tolga Canbeyli,1.58
Donene Kistler,Donene Kistler,0.6
Nicole Parker,Nicole Parker,15.59
Chui Tien-you,Chui Tien-you,2.712
Remo Greene,Remo Greene,0.5
Luis Guzmán,Luis Guzmán,28.601
Mylène Jampanoï,Mylène Jampanoï,8.84
Wang Ziyi,Wang Ziyi,3.489
Alberto Saavedra,Alberto Saavedra,0.6
David Lee,David Lee,3.32
Josh Fadem,Josh Fadem,21.405
Sunanta Yoonniyom,Sunanta Yoonniyom,0.98
Sam Concepcion,Sam Concepcion,8.142
Michael Taber,Michael Taber,1.385
Lina Larissa Strahl,Lina Larissa Strahl,1.495
Esther Yang,Esther Yang,0.6
Brad James,Brad James,6.371
Brian Maya,Brian Maya,1.697
Nayantara,Nayantara,0.6
Reni Santoni,Reni Santoni,15.799
Abel Ayala,Abel Ayala,4.842
Fuka Koshiba,Fuka Koshiba,8.83
Bruce Davis,Bruce Davis,23.38
Leonard Nimoy,Leonard Nimoy,16.137
Mark Dacascos,Mark Dacascos,44.46
Michael Leavy,Michael Leavy,1.96
Scott  Kreamer,Scott  Kreamer,4.068
Vivian Chan,Vivian Chan,5.178
Razor Ramon HG,Razor Ramon HG,0.692
Emmanuel Xuereb,Emmanuel Xuereb,4.856
Ryuji Akiyama,Ryuji Akiyama,7.258
Feridun Erol,Feridun Erol,1.61
Niko Guardado,Niko Guardado,13.432
Aparshakti Khurana,Aparshakti Khurana,7.335
Aditi Keskar,Aditi Keskar,0.5
Badriyyah Tulbah,Badriyyah Tulbah,0.5
Enno Cheng,Enno Cheng,0.6
MyAnna Buring,MyAnna Buring,21.089
Bige Önal,Bige Önal,12.16
Roberto Suárez,Roberto Suárez,1.524
Taufiq Hanafi,Taufiq Hanafi,1.96
Brian McMonagle,Brian McMonagle,0.5
Rick Gonzalez,Rick Gonzalez,28.071
James Marsters,James Marsters,23.538
Fran Drescher,Fran Drescher,34.222
Ji-ho Shim,Ji-ho Shim,2.56
Mark O'Brien,Mark O'Brien,16.279
Linda Molloy,Linda Molloy,1.96
Mikako Tabe,Mikako Tabe,7.924
Shar Jackson,Shar Jackson,18.204
Jonas Leite,Jonas Leite,0.5
Miguel Ángel Solá,Miguel Ángel Solá,4.064
Kenya Barris,Kenya Barris,8.903
Ole Eliassen,Ole Eliassen,0.6
Kim Ji-young,Kim Ji-young,8.785
Ji Su,Ji Su,12.464
Misty Alli,Misty Alli,1.4
Brandon Jay McLaren,Brandon Jay McLaren,20.623
Erez Tal,Erez Tal,0.98
Tinesh Sarathi Krishnan,Tinesh Sarathi Krishnan,0.6
Necro,Necro,1.724
Jude Chukwuka,Jude Chukwuka,1.411
Kanako Nishiyama,Kanako Nishiyama,0.5
Rick Hearst,Rick Hearst,13.96
Mauricio Martínez,Mauricio Martínez,0.753
Vishnu Vinay,Vishnu Vinay,1.518
Kinda Allouch,Kinda Allouch,0.5
Adeel Hashmi,Adeel Hashmi,0.944
Shaun Williamson,Shaun Williamson,9.884
Maddie Baillio,Maddie Baillio,2.232
Kelly Curran,Kelly Curran,7.384
Gabrielle Miller,Gabrielle Miller,31.473
Praveen Tej,Praveen Tej,2.085
Johnny M. Wu,Johnny M. Wu,9.494
Aphiradi Phawaphutanon,Aphiradi Phawaphutanon,0.6
Kevin Eldon,Kevin Eldon,17.349
Osas Ighodaro,Osas Ighodaro,6.54
Chikahiro Kobayashi,Chikahiro Kobayashi,6.749
Horacio García Rojas,Horacio García Rojas,9.422
Deirdre Lovejoy,Deirdre Lovejoy,12.754
Nesta Cooper,Nesta Cooper,22.466
Corinne Foxx,Corinne Foxx,4.374
Ye-ji Seo,Ye-ji Seo,9.426
Taro Suruga,Taro Suruga,7.035
Piotr Cyrwus,Piotr Cyrwus,4.376
Geleen Eugenio,Geleen Eugenio,2.26
Yuki Yamada,Yuki Yamada,19.838
Tanuj Virwani,Tanuj Virwani,2.629
Jennifer James,Jennifer James,0.6
Robert Haley,Robert Haley,2.699
Constance Dollé,Constance Dollé,2.921
Rizky Mocil,Rizky Mocil,1.62
Brad Potts,Brad Potts,1.62
Lena Olin,Lena Olin,23.26
Sabina Sheema,Sabina Sheema,0.6
Dodit Mulyanto,Dodit Mulyanto,1.132
Barry Humphries,Barry Humphries,8.905
Ahmad Faloks,Ahmad Faloks,0.6
Catherine Lough Haggquist,Catherine Lough Haggquist,11.257
Jesse Posey,Jesse Posey,2.884
Þorsteinn Bachmann,Þorsteinn Bachmann,9.95
Adám Fekete,Adám Fekete,0.716
Albert Pérez,Albert Pérez,1.366
David Lovgren,David Lovgren,9.194
Katrina Hachey,Katrina Hachey,0.5
Frank Conniff,Frank Conniff,5.627
Zayn Marie Khan,Zayn Marie Khan,0.889
Anjali Nair,Anjali Nair,3.588
HiHi Jets,HiHi Jets,0.5
Tomás Wicz,Tomás Wicz,2.447
Michelle Harrison,Michelle Harrison,15.137
Morgan Flynn,Morgan Flynn,1.758
Etienne Bobenrieth,Etienne Bobenrieth,0.988
Violetta Schurawlow,Violetta Schurawlow,3.945
Sabry Fawwaz,Sabry Fawwaz,5.197
Remy Ishak,Remy Ishak,7.04
Allan Graf,Allan Graf,21.631
Maria Bello,Maria Bello,29.658
Jabulile Mahlambi,Jabulile Mahlambi,0.5
Rachael Louise Miller,Rachael Louise Miller,0.823
Abeer Mansour,Abeer Mansour,0.6
Ren Ishikawa,Ren Ishikawa,5.268
César Troncoso,César Troncoso,3.55
Sacha Carlson,Sacha Carlson,1.032
Alice Harding,Alice Harding,2.736
Ramona Kunze-Libnow,Ramona Kunze-Libnow,6.135
Yalitza Aparicio,Yalitza Aparicio,7.904
Ximena Guzmán,Ximena Guzmán,0.6
Wes Chatham,Wes Chatham,11.588
Cameron Fuller,Cameron Fuller,16.426
Neha Pawar,Neha Pawar,0.629
Sydney Park,Sydney Park,16.625
Ana Torrent,Ana Torrent,6.692
Morten Vang Simonsen,Morten Vang Simonsen,1.4
Keythe Farley,Keythe Farley,4.458
Juan Pablo Gamboa,Juan Pablo Gamboa,3.511
Diane Kagan,Diane Kagan,18.822
Lindsay Pulsipher,Lindsay Pulsipher,19.743
Ariel Winter,Ariel Winter,26.563
Felipe Avello,Felipe Avello,1.165
Denton Blane Everett,Denton Blane Everett,4.645
Joan Allen,Joan Allen,17.374
Aleksandr Baluev,Aleksandr Baluev,5.388
Manobala,Manobala,10.93
Mohit Bhaskar,Mohit Bhaskar,0.6
Luis Bermejo,Luis Bermejo,3.445
Margaret Whitton,Margaret Whitton,12.77
Angeline Tan,Angeline Tan,3.245
Daniel Gillies,Daniel Gillies,25.465
Yvonnick Muller,Yvonnick Muller,1.606
Ammar Rahma,Ammar Rahma,0.6
Ma Su,Ma Su,1.511
Ken Howard,Ken Howard,10.648
Jaehyo,Jaehyo,0.6
Grant Morrison,Grant Morrison,10.854
Harrison Houde,Harrison Houde,8.733
Doug Rao,Doug Rao,2.188
Ladya Cheryll,Ladya Cheryll,3.802
Andrzej Łapicki,Andrzej Łapicki,1.035
Syrus Shahidi,Syrus Shahidi,2.306
Evan Smolin,Evan Smolin,0.5
Urvashi,Urvashi,7.146
Jennifer L. Yen,Jennifer L. Yen,3.347
Amy Johnston,Amy Johnston,13.182
Jason Alan Smith,Jason Alan Smith,2.979
Suppapong Udomkaewkanjana,Suppapong Udomkaewkanjana,7.895
Auli'i Cravalho,Auli'i Cravalho,13.867
Amanda Schull,Amanda Schull,33.487
Dagmara Dominczyk,Dagmara Dominczyk,18.008
Joe J. Thomas,Joe J. Thomas,3.572
Hugh Keays-Byrne,Hugh Keays-Byrne,4.586
Cameron Harlow,Cameron Harlow,0.6
Alice Braga,Alice Braga,27.931
Lauren Taylor,Lauren Taylor,3.353
Filippo Gili,Filippo Gili,1.012
Jack Ashton,Jack Ashton,3.751
Anna Hopkins,Anna Hopkins,26.738
Li Chung-lin,Li Chung-lin,3.129
Óscar Torres,Óscar Torres,0.84
Elsa Bergström Terent,Elsa Bergström Terent,0.6
Justin Bieber,Justin Bieber,25.656
Steven Grayhm,Steven Grayhm,8.554
Mimmo Mignemi,Mimmo Mignemi,2.838
Topp Dogg,Topp Dogg,0.5
Ariana Guido,Ariana Guido,1.694
Sornam,Sornam,0.6
Ahlam Al-Gritly,Ahlam Al-Gritly,0.6
Bella Nazari,Bella Nazari,0.608
Max Salgado,Max Salgado,6.197
Josh Zuckerman,Josh Zuckerman,8.28
Grace Woodward,Grace Woodward,3.347
Amaka Obiechie,Amaka Obiechie,1.788
Gustavo Becerra,Gustavo Becerra,2.751
Tilman Pörzgen,Tilman Pörzgen,1.583
Felice Orlandi,Felice Orlandi,12.075
Yahir Alday,Yahir Alday,0.6
Anna Torv,Anna Torv,28.536
Trent 'Maxi' Maxwell,Trent 'Maxi' Maxwell,0.5
Sohag Sen,Sohag Sen,1.361
Grant Goodman,Grant Goodman,2.502
Timothy Dalton,Timothy Dalton,22.046
Cem Zeynel Kiliç,Cem Zeynel Kiliç,0.6
Kosar Ali,Kosar Ali,0.6
Dragoș Bucur,Dragoș Bucur,10.361
Indah Permatasari,Indah Permatasari,2.553
Katie Hartman,Katie Hartman,3.102
Alan Arkin,Alan Arkin,40.459
Amrita Puri,Amrita Puri,3.707
Hovik Keuchkerian,Hovik Keuchkerian,8.086
Ungku Hariz,Ungku Hariz,0.716
Susanne Wuest,Susanne Wuest,4.248
Jang Yeong-nam,Jang Yeong-nam,17.763
Anjul Nigam,Anjul Nigam,5.624
Catalina Salas,Catalina Salas,1.686
